Vehicle,Engine,Body,Drive,M,2a,CoG,c_D,A_F,E_b,h,A,C,D,FC US06,FC WLTC,E_f
Mitsubishi Outlander,gas,SUV,all wheel drive,1574.8727086400002,2.6695399999999996,0.52,0.35,2.6,0.0,0.19,2317.42519076376,0.4180312500000001,1181.15453148,1.8815232170040155,1.4845283469228807,568.0
Mitsubishi Outlander Sport,gas,SUV,all wheel drive,1480.0719033100002,2.6695399999999996,0.52,0.35,2.6,0.0,0.19,2177.9258057206653,0.4180312500000001,1110.0539274825,1.782573340422252,1.4048294068410678,568.0
Nissan 370Z,gas,Coupe,rear wheel drive,1511.82336921,2.55016,0.52,0.26,2.0,0.0,0.19,2123.23858424713,0.47771871761558354,2183.328187571611,2.023309448261673,1.4790320877368295,683.0
Nissan Altima,gas,Sedan,front wheel drive,1510.00899973,2.82448,0.55,0.27,2.2,0.0,0.22000000000000003,2317.4843830605814,0.545770029714371,2340.7273688173086,2.206402083297148,1.609057992251187,583.0
Nissan Armada,gas,SUV,rear wheel drive,2591.37320981,3.0759399999999997,0.52,0.35,2.6,0.0,0.19,3667.9629594374283,0.8360305608346973,3766.398059332516,3.469101217471829,2.5031344596928604,935.0
Nissan Frontier,gas,Truck (Crew Cab),four wheel drive,2130.06976952,3.19786,0.7,0.42,2.8,0.0,0.36999999999999994,3134.3976658486804,0.540225,1597.5523271400002,2.5184311532456434,1.9766246674513988,759.0
Nissan GT-R,gas,Coupe,all wheel drive,1753.13451005,2.77876,0.52,0.26,2.0,0.0,0.19,2579.7374315385755,0.23887500000000003,1314.8508825375,1.983411359611542,1.597236242549138,701.0
Nissan Kicks,gas,Hatchback,front wheel drive,1197.03026443,2.61874,0.54,0.3,2.1,0.0,0.21000000000000002,1842.4819605526316,0.5788560228250927,1860.5465892355116,1.830644743730309,1.3244188650914448,388.0
Nissan Maxima,gas,Sedan,front wheel drive,1614.3352448300002,2.77622,0.55,0.27,2.2,0.0,0.22000000000000003,2479.4515497255306,0.5457679273334174,2503.885606698065,2.3396969064641753,1.7084055449118234,647.0
Nissan Murano,gas,SUV,all wheel drive,1872.88289573,2.82448,0.52,0.35,2.6,0.0,0.19,2755.947181066695,0.4180312500000001,1404.6621717975,2.1925761783160773,1.735065206414504,683.0
Nissan Pathfinder,gas,SUV,four wheel drive,2113.28685183,2.90068,0.52,0.35,2.6,0.0,0.19,3109.7016024678455,0.4180312500000001,1584.9651388725001,2.4435017026621897,1.9371725664305823,701.0
Nissan Rogue,gas,SUV,front wheel drive,1570.7903773100002,2.7051,0.52,0.35,2.6,0.0,0.19,2411.995888044045,0.8361104064743058,2438.3838844222973,2.4211574431939415,1.7274528267360125,521.0
Nissan Rogue Sport,gas,SUV,front wheel drive,1479.16471857,2.64668,0.52,0.35,2.6,0.0,0.19,2273.48554754485,0.8361133742283186,2297.9588941237066,2.306962887774715,1.642417748722021,521.0
Nissan Sentra,gas,Sedan,front wheel drive,1382.09595139,2.71272,0.55,0.27,2.2,0.0,0.22000000000000003,2124.9328561187617,0.5457730405946136,2145.4658879517847,2.047641835626209,1.4908413209709495,446.0
Nissan Titan,gas,Truck (Crew Cab),rear wheel drive,2619.04234438,3.55092,0.7,0.42,2.8,0.0,0.36999999999999994,3704.325689646764,1.080409161143791,3822.7454531265444,3.6183499510982164,2.5777888293597058,935.0
Nissan Titan XD,gas,Truck (Crew Cab),four wheel drive,3104.83977265,3.85064,0.7,0.42,2.8,0.0,0.36999999999999994,4568.771725454476,0.540225,2328.6298294875,3.535863137811287,2.796112812120355,935.0
Nissan Versa,gas,Sedan,front wheel drive,1178.8865696300002,2.61874,0.55,0.27,2.2,0.0,0.22000000000000003,1815.425160726258,0.5457791674736651,1832.4049549109843,1.7926342461187992,1.3008877299531687,388.0
Porsche 718 Boxster,gas,Convertible,rear wheel drive,1370.30254977,2.47396,0.53,0.31,2.1,0.0,0.2,1920.8972967264253,0.5980630426044872,1976.6809792354154,1.9126860217075055,1.3796402624182693,511.0
Porsche 718 Cayman,gas,Coupe,rear wheel drive,1376.19925058,2.47396,0.52,0.26,2.0,0.0,0.19,1930.0551602826708,0.47771563501664094,1985.1730750597826,1.863510818739352,1.3602357912624778,511.0
Porsche 911,gas,Coupe,rear wheel drive,1521.34880898,2.4511,0.52,0.26,2.0,0.0,0.19,2132.6873270100386,0.4777189134645647,2193.8167934250973,2.031307288678509,1.484909846542201,608.0
Porsche Cayenne,gas,SUV,all wheel drive,2078.36023934,2.8956,0.52,0.35,2.6,0.0,0.19,3058.30709218881,0.4180312500000001,1558.7701795050002,2.407046484974172,1.90780979903202,852.0
Porsche Cayenne Coupe,gas,SUV,all wheel drive,2115.1012213100003,2.8956,0.52,0.35,2.6,0.0,0.19,3112.371447157665,0.4180312500000001,1586.3259159825002,2.4453954802044273,1.9386979049967425,852.0
Porsche Macan,gas,SUV,all wheel drive,1859.27512463,2.8067,0.52,0.35,2.6,0.0,0.19,2735.923345893045,0.4180312500000001,1394.4563434725,2.1783728467493195,1.7236251671683134,712.0
Porsche Panamera,gas,Sedan,rear wheel drive,1885.58348209,2.94894,0.55,0.27,2.2,0.0,0.22000000000000003,2661.460789220452,0.5457088486991482,2736.909364742511,2.5008043506632487,1.82423331575269,852.0
Ram 1500,gas,Truck (Crew Cab),rear wheel drive,2223.96339011,3.8989,0.7,0.42,2.8,0.0,0.36999999999999994,3156.4684667123606,1.0804019067382575,3253.7501556864026,3.1635633028779986,2.2402946877752608,935.0
Ram 1500 Classic,gas,Truck (Quad Cab),rear wheel drive,2224.87057485,3.556,0.7,0.42,2.8,0.0,0.36999999999999994,3146.990839858126,1.0804019263468865,3247.4558108165947,3.156506334752197,2.2347562094677875,935.0
Rolls-Royce Ghost,gas,Sedan,rear wheel drive,2490.2221113,3.2943799999999994,0.55,0.27,2.2,0.0,0.22000000000000003,3529.993259170048,0.5457158050308222,3626.8507547690856,3.219023606169838,2.3582478845888986,784.0
Rolls-Royce Phantom,gas,Sedan,rear wheel drive,2560.07533628,3.55092,0.55,0.27,2.2,0.0,0.22000000000000003,3638.652598884652,0.5457163969623615,3736.3790564944716,3.308464361159186,2.4249037624807515,856.0
Subaru Ascent,gas,SUV,all wheel drive,2009.4141991,2.89052,0.52,0.35,2.6,0.0,0.19,2956.85299397565,0.4180312500000001,1507.060649325,2.335082938369251,1.8498469335179746,694.0
Subaru BRZ,gas,Coupe,rear wheel drive,1288.2023308,2.57048,0.52,0.26,2.0,0.0,0.19,1809.8323683215879,0.47771328777140076,1860.868115732961,1.7638383237439705,1.286222329435014,475.0
Subaru Crosstrek,gas,SUV,all wheel drive,1446.0524755600002,2.66446,0.52,0.35,2.6,0.0,0.19,2127.8662177865403,0.4180312500000001,1084.5393566700002,1.747065011505348,1.3762293087255861,597.0
Subaru Forester,gas,SUV,all wheel drive,1564.44008413,2.6695399999999996,0.52,0.35,2.6,0.0,0.19,2302.073583797295,0.4180312500000001,1173.3300630975,1.8706339961361669,1.4757576501674647,597.0
Subaru Impreza,gas,Sedan,all wheel drive,1349.89089312,2.6695399999999996,0.55,0.27,2.2,0.0,0.22000000000000003,1986.3644492260803,0.27286875000000005,1012.41816984,1.5784910625623256,1.2652799763969935,475.0
Subaru Legacy,gas,Sedan,all wheel drive,1587.11970263,2.7508199999999996,0.55,0.27,2.2,0.0,0.22000000000000003,2335.4466424200446,0.27286875000000005,1190.3397769725,1.8261024762095208,1.464717993922293,665.0
Subaru Outback,gas,SUV,all wheel drive,1648.3546725800002,2.7457399999999996,0.52,0.35,2.6,0.0,0.19,2425.5539007014704,0.4180312500000001,1236.266004435,1.958221207464527,1.5463045588523228,665.0
Subaru WRX,gas,Sedan,all wheel drive,1494.13326678,2.6492199999999997,0.55,0.27,2.2,0.0,0.22000000000000003,2198.6171020667703,0.27286875000000005,1120.599950085,1.7290463771699882,1.3865443924066405,572.0
Toyota 4Runner,gas,SUV,rear wheel drive,2052.50547425,2.7889199999999996,0.52,0.35,2.6,0.0,0.19,2893.877993830212,0.8360221759779343,2973.6903714844834,2.8290874371412893,2.027228919754993,827.0
Toyota 86,gas,Coupe,rear wheel drive,1259.17241912,2.57048,0.52,0.26,2.0,0.0,0.19,1769.0474135425102,0.477712441461827,1818.924471668352,1.730076578585369,1.2611327535361339,475.0
Toyota Avalon,gas,Sedan,front wheel drive,1660.1480742,2.8702,0.55,0.27,2.2,0.0,0.22000000000000003,2546.1668346575825,0.5457670876131543,2572.039233101511,2.39481833245593,1.7494075272860727,568.0
Toyota C-HR,gas,SUV,front wheel drive,1496.854821,2.63906,0.52,0.35,2.6,0.0,0.19,2300.9711074358956,0.8361127729421266,2325.6783114106192,2.3295899312167627,1.6592794952982541,475.0
Toyota Camry,gas,Sedan,front wheel drive,1470.09287117,2.82448,0.55,0.27,2.2,0.0,0.22000000000000003,2256.223155752282,0.5457709130348094,2278.863324364506,2.155950919962431,1.5714686754986134,521.0
Toyota Corolla,gas,Sedan,front wheel drive,1319.9537967,2.70002,0.55,0.27,2.2,0.0,0.22000000000000003,2029.8191213178304,0.5457747139591763,2049.3610921496124,1.9692992780978185,1.4324758248574183,475.0
Toyota Corolla Hatchback,gas,Hatchback,front wheel drive,1387.9926522,2.63906,0.54,0.3,2.1,0.0,0.21000000000000002,2135.656672812289,0.5788500343838302,2156.6813178303228,2.0721026218905485,1.5043141155105781,475.0
Toyota GR Supra,gas,Coupe,rear wheel drive,1540.8532808900002,2.46888,0.52,0.26,2.0,0.0,0.19,2160.7661268524207,0.4777193069339106,2222.5608544443903,2.0545205532396733,1.5021717760149775,493.0
Toyota Highlander,gas,SUV,all wheel drive,1964.0549621,2.8498799999999997,0.52,0.35,2.6,0.0,0.19,2890.10687673015,0.4180312500000001,1473.041221575,2.287738499813382,1.8117134693639998,644.0
Toyota Land Cruiser,gas,SUV,four wheel drive,2637.63963155,2.8498799999999997,0.52,0.35,2.6,0.0,0.19,3881.2867178258252,0.4180312500000001,1978.2297236625,2.990803412368049,2.377995412050548,885.0
Toyota RAV4,gas,SUV,all wheel drive,1639.7364175500002,2.68986,0.52,0.35,2.6,0.0,0.19,2412.872138424825,0.4180312500000001,1229.8023131625,1.9492257641389112,1.5390592006630655,521.0
Toyota Sequoia,gas,SUV,four wheel drive,2714.75033445,3.0988,0.52,0.35,2.6,0.0,0.19,3994.7551171431755,0.4180312500000001,2036.0627508375,3.071288957913024,2.442822301112312,949.0
Toyota Tacoma,gas,Truck (Double Cab),rear wheel drive,1896.0161066,3.23596,0.7,0.42,2.8,0.0,0.36999999999999994,2671.5971664697086,1.0803935888438565,2760.1158483173044,2.763332806507187,1.9424416290396869,759.0
Toyota Tundra,gas,Truck (CrewMax),four wheel drive,2571.8687379000003,3.700779999999999,0.7,0.42,2.8,0.0,0.36999999999999994,3784.5048478198505,0.540225,1928.9015534250002,2.979565984779817,2.348044608311128,1367.0
Toyota Yaris,gas,Sedan,front wheel drive,1081.81780245,2.57048,0.55,0.27,2.2,0.0,0.22000000000000003,1667.4004079143822,0.5457829065926963,1682.722059706894,1.67068443894947,1.2100444215252621,417.0
Toyota Yaris Hatchback,gas,Hatchback,front wheel drive,1086.80731852,2.57048,0.54,0.3,2.1,0.0,0.21000000000000002,1674.272036018222,0.5788604373358032,1690.4293593903258,1.69206024829071,1.2211859321222098,417.0
Volkswagen Arteon,gas,Hatchback,all wheel drive,1748.14499398,2.83718,0.54,0.3,2.1,0.0,0.21000000000000002,2572.39535864157,0.28940625000000003,1311.1087454849999,2.0019452793213577,1.603521633376496,626.0
Volkswagen Golf GTI,gas,Hatchback,front wheel drive,1388.89983694,2.6314399999999996,0.54,0.3,2.1,0.0,0.21000000000000002,2137.3350287130575,0.5788500098655432,2158.3169596460425,2.07347129053589,1.5053389329607778,475.0
Volkswagen Jetta,gas,Sedan,front wheel drive,1345.80856179,2.68478,0.55,0.27,2.2,0.0,0.22000000000000003,2070.107876690343,0.5457739989678879,2089.914205350046,2.0024485107352943,1.4571854370530453,475.0
Volkswagen Passat,gas,Sedan,front wheel drive,1508.19463025,2.80416,0.55,0.27,2.2,0.0,0.22000000000000003,2315.420959644257,0.5457700688508825,2338.487094898674,2.2046670204269523,1.6077786657801403,665.0
Volkswagen Tiguan,gas,SUV,front wheel drive,1704.1465340900002,2.7889199999999996,0.52,0.35,2.6,0.0,0.19,2613.3505858308217,0.8361066573564507,2642.5708549375768,2.587175332255146,1.851073931487331,550.0
Volvo S60,gas,Sedan,front wheel drive,1658.78729709,2.87274,0.55,0.27,2.2,0.0,0.22000000000000003,2543.984736316269,0.5457671118868948,2569.8560238572622,2.393025930669143,1.7480703315400243,521.0
Volvo V60,gas,Wagon,front wheel drive,1793.95782335,2.87274,0.56,0.29,2.2,0.0,0.23000000000000004,2752.486162535617,0.586191908764679,2779.29025105404,2.583474740508039,1.8842949317042332,521.0
Volvo V90 Cross Country,gas,Wagon,all wheel drive,1982.1986569,2.9413199999999997,0.56,0.29,2.2,0.0,0.23000000000000004,2916.8053236283504,0.29308125,1486.648992675,2.2479692592115352,1.8010524954571498,572.0
Volvo XC40,gas,SUV,front wheel drive,1621.13913038,2.70256,0.52,0.35,2.6,0.0,0.19,2489.40972055556,0.8361089185088113,2516.612232037202,2.4849228209004584,1.7749576127887334,511.0
Volvo XC60,gas,SUV,all wheel drive,1861.99667885,2.8651199999999997,0.52,0.35,2.6,0.0,0.19,2739.928112927775,0.4180312500000001,1396.4975091375,2.181213513062674,1.7259131750175492,676.0
Volvo XC90,gas,SUV,all wheel drive,1962.69418499,2.9844999999999997,0.52,0.35,2.6,0.0,0.19,2888.104493212785,0.4180312500000001,1472.0206387425,2.2863181666567045,1.8105694654393816,676.0
Audi RS 5,gas,Coupe,all wheel drive,1799.85452416,2.76606,0.52,0.26,2.0,0.0,0.19,2648.4859323014402,0.23887500000000003,1349.8908931199999,2.0321761313240843,1.636513710627733,550.0
BMW 3 Series Gran Turismo,gas,Hatchback,all wheel drive,1822.08055029,2.921,0.54,0.3,2.1,0.0,0.21000000000000002,2681.191529751735,0.28940625000000003,1366.5604127175,2.079116714167423,1.665679179947479,568.0
BMW 6 Series Gran Coupe,gas,Sedan,rear wheel drive,1889.21222105,2.96926,0.55,0.27,2.2,0.0,0.22000000000000003,2667.3272327969307,0.5457089037280062,2742.778923424856,2.505623203744376,1.8278283239998003,665.0
BMW 6 Series Gran Turismo,gas,Hatchback,all wheel drive,2024.83633968,3.07086,0.54,0.3,2.1,0.0,0.21000000000000002,2979.54667383912,0.28940625000000003,1518.6272547600001,2.2907463545121622,1.8361357647157552,647.0
BMW ALPINA B6 Gran Coupe,gas,Sedan,all wheel drive,2168.1715286000003,2.96926,0.55,0.27,2.2,0.0,0.22000000000000003,3190.464404334901,0.27286875000000005,1626.1286464500004,2.432584734110214,1.9532076697347363,665.0
Buick Cascada,gas,Convertible,front wheel drive,1804.84404023,2.69494,0.53,0.31,2.1,0.0,0.2,2773.135804911969,0.5981360769332811,2802.0896306066297,2.606537171263154,1.8996071350371233,514.0
Buick LaCrosse,gas,Sedan,front wheel drive,1741.7947008,2.90576,0.55,0.27,2.2,0.0,0.22000000000000003,2670.0070229929843,0.545765700601097,2697.417681670072,2.496879059507056,1.825421809765355,568.0
Cadillac ATS Coupe,gas,Coupe,rear wheel drive,1550.37872066,2.77622,0.52,0.26,2.0,0.0,0.19,2185.4987660774405,0.4777194954955709,2245.769722104275,2.074485579198839,1.5171982487220774,575.0
Cadillac ATS-V,gas,Coupe,rear wheel drive,1725.01178311,2.77622,0.52,0.26,2.0,0.0,0.19,2431.6710963699547,0.47772258342747315,2498.7707889320395,2.2782281690741297,1.6686210885219441,575.0
Cadillac CTS,gas,Sedan,all wheel drive,1730.0012991800002,2.91084,0.55,0.27,2.2,0.0,0.22000000000000003,2545.69691174337,0.27286875000000005,1297.500974385,1.9752374576605092,1.584838406007318,683.0
Cadillac CTS-V,gas,Sedan,rear wheel drive,1878.32600417,2.91084,0.55,0.27,2.2,0.0,0.22000000000000003,2649.802309661597,0.5457087380036131,2725.230353572984,2.491224489037228,1.817087684534301,683.0
Cadillac XT5,gas,SUV,front wheel drive,1807.56559445,2.8575,0.52,0.35,2.6,0.0,0.19,2769.1449508712417,0.836104130755299,2800.628588144833,2.7156451223070768,1.9467295672370681,698.0
Cadillac XTS,gas,Sedan,front wheel drive,1823.89491977,2.83718,0.55,0.27,2.2,0.0,0.22000000000000003,2798.6819273657156,0.5457644311072961,2826.7772638312103,2.6027156552086916,1.9043265030534013,683.0
Chevrolet Cruze,gas,Sedan,front wheel drive,1301.8101019,2.70002,0.55,0.27,2.2,0.0,0.22000000000000003,2001.917827554011,0.545775232667008,2021.1975007790688,1.946324257970294,1.4153569115151674,493.0
Chevrolet Silverado 1500 LD,gas,Truck (Double Cab),four wheel drive,2429.44073372,3.6449,0.7,0.42,2.8,0.0,0.36999999999999994,3574.9220396689802,0.540225,1822.08055029,2.830904447714384,2.228305530867641,935.0
Ferrari 488 GTB,gas,Coupe,rear wheel drive,1475.08238724,2.6492199999999997,0.52,0.26,2.0,0.0,0.19,2075.1758690558336,0.4777179385061343,2133.2031022979036,1.9833641178751524,1.4494066129756695,741.0
Ferrari 488 Spider,gas,Convertible,rear wheel drive,1524.97754794,2.6492199999999997,0.53,0.31,2.1,0.0,0.2,2144.440737125168,0.5980674246787254,2205.3879998904313,2.0974637974355197,1.5170565104629916,816.0
Ferrari Portofino,gas,Convertible,rear wheel drive,1664.23040553,2.6695399999999996,0.53,0.31,2.1,0.0,0.2,2341.0503199666423,0.5980706731095673,2407.4594275344,2.2601883557218483,1.6379936885963866,759.0
FIAT 500,gas,Hatchback,front wheel drive,1139.42403344,2.30124,0.54,0.3,2.1,0.0,0.21000000000000002,1765.0192729469109,0.5788582234451898,1780.0205008170785,1.7663259693650608,1.2766942173193425,378.0
Ford Escape,gas,SUV,front wheel drive,1611.16009824,2.68986,0.52,0.35,2.6,0.0,0.19,2474.594884238238,0.8361092060309666,2501.5393422807238,2.4726965816184134,1.7658578937153628,565.0
Ford Fiesta,gas,Sedan,front wheel drive,1169.36112986,2.4892,0.55,0.27,2.2,0.0,0.22000000000000003,1805.126237156319,0.5457795069244238,1821.0729458567143,1.7839399507778775,1.2944896965324906,446.0
Ford Flex,gas,Wagon,all wheel drive,2103.30781969,2.99466,0.56,0.29,2.2,0.0,0.23000000000000004,3095.017456673835,0.29308125,1577.4808647675,2.374378910155703,1.9028688447482651,669.0
Ford Taurus,gas,Sedan,all wheel drive,1962.69418499,2.86766,0.55,0.27,2.2,0.0,0.22000000000000003,2888.104493212785,0.27286875000000005,1472.0206387425,2.2181144274521256,1.7804630771172179,683.0
Genesis G90,gas,Sedan,rear wheel drive,2100.1326731,3.15976,0.55,0.27,2.2,0.0,0.22000000000000003,2972.381631062043,0.5457117755363298,3054.9045028511377,2.757780961690947,2.015352302325252,788.0
GMC Sierra 1500 Limited,gas,Truck (Double Cab),rear wheel drive,2314.6818641100003,3.6449,0.7,0.42,2.8,0.0,0.36999999999999994,3277.123656478293,1.0804037915229896,3380.760684711226,3.2641098626300087,2.3147651362380857,935.0
Hyundai Santa Fe XL,gas,SUV,front wheel drive,1822.08055029,2.79908,0.52,0.35,2.6,0.0,0.19,2793.77785900855,0.8361037990981801,2825.07210165682,2.7358327433141305,1.9618076004864995,676.0
INFINITI Q70,gas,Sedan,all wheel drive,1840.22424509,2.90068,0.55,0.27,2.2,0.0,0.22000000000000003,2707.8899766499353,0.27286875000000005,1380.1681838175,2.090284443351274,1.6775027239014826,719.0
INFINITI QX30,gas,SUV,front wheel drive,1535.86376482,2.70002,0.52,0.35,2.6,0.0,0.19,2358.5581169319576,0.8361114959809396,2384.3329066245237,2.37712941609145,1.6946565911016127,475.0
Jaguar XJ-Series,gas,Sedan,rear wheel drive,1764.9279116700002,3.03276,0.55,0.27,2.2,0.0,0.22000000000000003,2493.969583888299,0.5457068901526132,2564.0269351130396,2.3620114785709974,1.7211450083922941,759.0
Kia Cadenza,gas,Sedan,front wheel drive,1710.0432349,2.85496,0.55,0.27,2.2,0.0,0.22000000000000003,2623.2828776432575,0.5457662242553294,2649.7969147154404,2.458299946795606,1.7967153574819934,665.0
Lincoln MKC,gas,SUV,front wheel drive,1728.64052207,2.68986,0.52,0.35,2.6,0.0,0.19,2655.0340945472763,0.836106031627546,2683.914222481441,2.6213320619446314,1.8765871225171422,565.0
Maserati GranTurismo Convertible,gas,Convertible,rear wheel drive,1872.88289573,2.9413199999999997,0.53,0.31,2.1,0.0,0.2,2645.325084395589,0.5980746363681985,2718.210129016919,2.511570368954203,1.8249898540375908,683.0
McLaren 570GT,gas,Coupe,rear wheel drive,1349.89089312,2.6695399999999996,0.52,0.26,2.0,0.0,0.19,1899.689522518572,0.477714965329407,1952.6542344444076,1.838079421950765,1.3414467582322283,683.0
McLaren 600LT,gas,Coupe,rear wheel drive,1358.05555578,2.6695399999999996,0.52,0.26,2.0,0.0,0.19,1911.1795801144506,0.47771517593980006,1964.4668662982972,1.847589986737906,1.3485147358610388,683.0
Mercedes-Benz GLE-Class Coupe,gas,SUV,all wheel drive,2249.8181552,2.91592,0.52,0.35,2.6,0.0,0.19,3310.6074153768004,0.4180312500000001,1687.3636164,2.586008462715359,2.0519542935340542,863.0
Mercedes-Benz GLS-Class,gas,SUV,all wheel drive,2609.97049698,3.0759399999999997,0.52,0.35,2.6,0.0,0.19,3840.57158630607,0.4180312500000001,1957.477872735,2.9619233048489644,2.354733998916624,949.0
MINI Clubman,gas,Hatchback,front wheel drive,1408.40430885,2.6695399999999996,0.54,0.3,2.1,0.0,0.21000000000000002,2165.934603956283,0.5788494903627549,2187.4863076554466,2.0970900315752448,1.522911713888204,475.0
MINI Convertible,gas,Convertible,front wheel drive,1295.0062163500002,2.49428,0.53,0.31,2.1,0.0,0.2,1996.8676277474376,0.598147820689684,2016.4106467254346,1.9668436173071786,1.4231465601651128,417.0
MINI Countryman,gas,Wagon,front wheel drive,1496.854821,2.6695399999999996,0.56,0.29,2.2,0.0,0.23000000000000004,2304.1243855424577,0.5861977464175141,2324.9539325725173,2.2138730393533024,1.6090521339464514,579.0
MINI Hardtop 2 Door,gas,Hatchback,front wheel drive,1190.67997125,2.49428,0.54,0.3,2.1,0.0,0.21000000000000002,1836.9252041677987,0.5788562549692869,1854.0612989562878,1.825869022255075,1.3209354657118173,417.0
MINI Hardtop 4 Door,gas,Hatchback,front wheel drive,1247.3790175,2.5679399999999997,0.54,0.3,2.1,0.0,0.21000000000000002,1921.7286254489895,0.5788542659233509,1940.1872128464186,1.895819254255904,1.3730111404639398,417.0
Mitsubishi Mirage,gas,Hatchback,front wheel drive,940.29698301,2.4511,0.54,0.3,2.1,0.0,0.21000000000000002,1451.8845787211037,0.5788679075030397,1465.2740599451768,1.5087845966261615,1.0846829694522058,331.0
Nissan Versa Note,gas,Hatchback,front wheel drive,1122.18752338,2.60096,0.54,0.3,2.1,0.0,0.21000000000000002,1727.82669794452,0.5788589258175829,1744.6827541001155,1.7362036123400097,1.2540609350361578,388.0
Volkswagen Atlas,gas,SUV,front wheel drive,1924.13883354,2.9794199999999997,0.52,0.35,2.6,0.0,0.19,2942.7832360134885,0.836101608423529,2977.1811530762893,2.858918800224828,2.0533742938151605,669.0
Volkswagen Beetle,gas,Hatchback,front wheel drive,1381.1887666500002,2.54254,0.54,0.3,2.1,0.0,0.21000000000000002,2128.8765855071088,0.5788502192976956,2149.067124818965,2.0663437211267075,1.5000890766163635,521.0
Volkswagen Beetle Convertible,gas,Convertible,front wheel drive,1469.18568643,2.54254,0.53,0.31,2.1,0.0,0.2,2263.3904965827574,0.598142891889567,2285.8937378227733,2.186412855553278,1.5867108115544521,521.0
Volkswagen Golf,gas,Hatchback,front wheel drive,1335.82952965,2.63652,0.54,0.3,2.1,0.0,0.21000000000000002,2055.4854524737484,0.578851500199252,2075.7188897277842,2.0060779114795912,1.4551216723614018,475.0
Volkswagen Golf Alltrack,gas,Wagon,all wheel drive,1539.94609615,2.6289,0.56,0.29,2.2,0.0,0.23000000000000004,2266.030680484725,0.29308125,1154.9595721125,1.7863609832918013,1.4292512199558756,521.0
Volkswagen Golf R,gas,Hatchback,all wheel drive,1529.96706401,2.6289,0.54,0.3,2.1,0.0,0.21000000000000002,2251.346534690715,0.28940625000000003,1147.4752980075,1.774218529867621,1.42009967079587,521.0
Volkswagen Golf SportWagen,gas,Wagon,front wheel drive,1350.79807786,2.6289,0.56,0.29,2.2,0.0,0.23000000000000004,2080.780025454138,0.58620155781261,2099.30655831873,2.029915922152019,1.4720013454849692,475.0
Volkswagen Jetta GLI,gas,Sedan,front wheel drive,1459.20665429,2.6822399999999997,0.55,0.27,2.2,0.0,0.22000000000000003,2244.6319040145663,0.545771162328191,2266.048195169742,2.14615161828591,1.5642626083232094,475.0
Volvo S90,gas,Sedan,front wheel drive,1755.4024719,3.0607,0.55,0.27,2.2,0.0,0.22000000000000003,2685.1940524955953,0.5457654819772894,2713.99469508177,2.509669527205934,1.8348452782922082,521.0
Volvo V90,gas,Wagon,front wheel drive,1767.64946589,2.9413199999999997,0.56,0.29,2.2,0.0,0.23000000000000004,2709.4245331681377,0.5861923464916069,2736.4240798059004,2.548153027544667,1.8579250133231102,521.0
Aston Martin Vanquish S,gas,Coupe,rear wheel drive,1739.0731465800002,2.74066,0.52,0.26,2.0,0.0,0.19,2450.156641796425,0.47772280509002585,2518.0308603341014,2.29358735797025,1.680013835766949,737.0
Audi A6,gas,Sedan,front wheel drive,1725.01178311,2.91084,0.55,0.27,2.2,0.0,0.22000000000000003,2644.087831231858,0.5457659749878057,2671.278496410985,2.475541488410465,1.80952097797815,712.0
Audi A7,gas,Sedan,all wheel drive,1974.94117898,2.91338,0.55,0.27,2.2,0.0,0.22000000000000003,2906.12594486907,0.27286875000000005,1481.205884235,2.2308974258622074,1.7907591124387945,712.0
Audi A8,gas,Sedan,all wheel drive,2024.83633968,3.12166,0.55,0.27,2.2,0.0,0.22000000000000003,2979.54667383912,0.27286875000000005,1518.6272547600001,2.2829763082736663,1.832705923008167,780.0
Audi RS 7,gas,Sedan,all wheel drive,2039.80488789,2.91592,0.55,0.27,2.2,0.0,0.22000000000000003,3001.572892530135,0.27286875000000005,1529.8536659175,2.298599972997103,1.8452899661789819,712.0
Audi S6,gas,Sedan,all wheel drive,2034.81537182,2.91592,0.55,0.27,2.2,0.0,0.22000000000000003,2994.2308196331305,0.27286875000000005,1526.111528865,2.29339208475596,1.8410952851220417,712.0
Audi S7,gas,Sedan,all wheel drive,2034.81537182,2.91592,0.55,0.27,2.2,0.0,0.22000000000000003,2994.2308196331305,0.27286875000000005,1526.111528865,2.29339208475596,1.8410952851220417,712.0
Audi S8,gas,Sedan,all wheel drive,2125.0802534500003,2.99466,0.55,0.27,2.2,0.0,0.22000000000000003,3127.055592951676,0.27286875000000005,1593.8101900875004,2.3876075174821403,1.9169808787884581,780.0
BMW 6 Series,gas,Convertible,rear wheel drive,1927.7675725,2.85496,0.53,0.31,2.1,0.0,0.2,2719.5440949094477,0.5980755363694681,2795.157959068255,2.5731501523916047,1.870699264505686,665.0
Cadillac ATS,gas,Sedan,all wheel drive,1606.62417454,2.77622,0.55,0.27,2.2,0.0,0.22000000000000003,2364.14747283561,0.27286875000000005,1204.968130905,1.8464605847885456,1.481115383508504,575.0
Ferrari 812 Superfast,gas,Coupe,rear wheel drive,1630.21097778,2.72034,0.52,0.26,2.0,0.0,0.19,2296.0524271144936,0.47772098920499884,2359.777988551283,2.166073082234336,1.5852336170274939,874.0
Ford Focus,gas,Sedan,front wheel drive,1328.11845936,2.6492199999999997,0.55,0.27,2.2,0.0,0.22000000000000003,2044.1406632878522,0.545774485164785,2063.43580924341,1.9810050963369368,1.4412306124152798,446.0
